,SensorId, TimeStamp (s), AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g),Class
21066,4,16.66,-0.02207588,-0.78628951,-0.47780824,-26.52342033,1.77388942,7.63518572,-27.76965714,35.45746994,-113.5048218,-5.26380014,-0.56066418,-14.44171619,0.99098241,0.04616876,-0.00092294,0.12578315,0.02974981,0.09321812,-0.07639846,0
21067,1,16.66,0.46325549,-0.8240658,-0.10043013,-38.4611969,-16.74863815,-64.4223175,-34.84361267,-2.4554224,-104.033905,-12.80004025,21.24230385,10.03817272,0.97119939,0.12516409,-0.17287807,-0.10591936,-0.01121577,-0.05757956,-0.07369919,0
21068,4,16.67,-0.03039558,-0.82034487,-0.51337492,-33.63672256,0.18661547,5.09122276,-27.56503868,35.57439423,-113.8555985,-4.82072163,-1.33014345,-14.79969692,0.99066454,0.04319687,0.00608438,0.1291544,0.03501344,0.08266105,-0.02869069,0
21069,1,16.67,0.46452689,-0.84531379,-0.1012099,-31.45725441,-15.56669331,-70.83239746,-34.37591171,-2.77696586,-104.0631409,-13.17440701,21.95167542,9.87741756,0.96972585,0.12848163,-0.17874067,-0.10571739,0.00564445,-0.04388261,-0.04275634,0
21070,4,16.68,-0.00806114,-0.7678678,-0.58984786,-39.72395706,0.37246436,4.23019075,-27.53580856,36.39286804,-113.4171295,-5.21825981,-1.36128557,-14.76414585,0.99054396,0.04666637,0.00591999,0.12887929,0.00246927,-0.01355455,-0.03323618,0
21071,1,16.68,0.46153688,-0.9101277,-0.07379682,-28.20423889,-16.34233093,-74.44901276,-34.37591171,-2.77696586,-104.0631409,-13.52612495,22.69494629,9.69658852,0.96818769,0.13156246,-0.18493174,-0.10537708,0.02873026,-0.02419017,0.03112523,0
21072,4,16.69,-0.00992492,-0.65821028,-0.63575757,-36.71827316,0.78138238,5.81538486,-27.36042023,36.59748459,-113.5632858,-5.58584309,-1.40243495,-14.71615696,0.99043655,0.04988697,0.00588313,0.12849966,0.00237365,-0.10324644,-0.10214692,0
21073,1,16.69,0.40852788,-0.99146909,-0.02457201,-27.32727242,-17.7396183,-74.42049408,-33.76205826,-2.54311609,-104.0923691,-13.88157845,23.43587875,9.4937191,0.96661872,0.13460277,-0.19112214,-0.10489349,0.10397169,0.01368821,0.11928461,0
21074,4,16.7,-0.01844518,-0.60830003,-0.60900241,-26.73257446,2.65438962,7.97762203,-27.74042702,36.71440887,-113.4171295,-5.85377026,-1.44940829,-14.6417942,0.99039268,0.05225086,0.00602259,0.1278905,0.00905852,-0.10120983,-0.15829302,0
21075,1,16.7,0.35048136,-1.04009783,0.01781643,-30.62461472,-16.28680611,-70.81327057,-32.94358444,-2.25080395,-105.0862274,-14.2646246,24.1414814,9.307024,0.96501827,0.13785015,-0.19696656,-0.10460101,0.17979434,0.05108791,0.17377649,0
21076,4,16.71,-0.02249929,-0.61010015,-0.53547728,-20.45295906,3.69848561,8.9100914,-27.74042702,36.71440887,-113.4171295,-6.05906105,-1.49725676,-14.55445004,0.99038655,0.05407316,0.00624826,0.12716742,0.01156664,-0.03367406,-0.19481249,0
21077,1,16.71,0.32727426,-0.99536866,0.00275815,-34.62395096,-10.5332613,-66.67949677,-32.44665146,-2.98158431,-104.8231506,-13.81095409,22.3606987,8.92528248,0.96913874,0.13256988,-0.18273015,-0.09902062,0.19829604,0.04702933,0.12590262,0
21078,4,16.72,-0.02208279,-0.68014711,-0.50160396,-20.53983116,3.98437381,7.80133629,-27.76965714,36.62671661,-114.3232956,-5.80202532,-1.64943528,-14.73899174,0.99027264,0.05203117,0.00776532,0.12881237,0.01072534,0.03326882,-0.1525858,0
21079,1,16.72,0.32996657,-0.90841717,-0.01148946,-41.84544754,-3.13122034,-63.2045784,-31.80356598,-2.48465347,-105.9924011,-14.22532845,23.00167656,8.90155315,0.96753281,0.13632229,-0.1878354,-0.10007247,0.16610759,0.04729655,0.02977647,0
21080,4,16.73,-0.00431875,-0.73348278,-0.51814973,-26.85626793,3.87542605,6.91741419,-27.68196487,36.42210007,-113.9140625,-6.07152271,-1.68030488,-14.66117859,0.99022907,0.05438899,0.00776608,0.12817155,-0.00809573,0.04518423,-0.09827955,0
21081,1,16.73,0.37651297,-0.79447633,-0.03269672,-45.25810623,4.02136326,-61.48023987,-31.3066349,-2.48465347,-105.4370041,-14.63519669,23.63105583,8.95528889,0.9658407,0.14014553,-0.19274066,-0.10179424,0.1161432,0.0527021,-0.0738543,0
21082,4,16.74,-0.01053443,-0.79038429,-0.56783229,-33.78935623,4.64967394,3.76634073,-27.56503868,36.91902924,-114.030983,-6.41018772,-1.68096888,-14.59510326,0.99013764,0.05731174,0.00742603,0.12762333,-0.00077063,0.03800195,-0.02334046,0
21083,1,16.74,0.44689804,-0.73727185,-0.08151427,-39.57416916,5.33984518,-62.70310211,-31.3066349,-3.09850907,-105.4370041,-14.98560715,24.27214813,9.01076794,0.96415454,0.1434668,-0.19778039,-0.10347158,0.04863431,0.01974091,-0.12426343,0
21084,4,16.75,0.01073016,-0.78541547,-0.57659191,-36.79027176,4.90558767,1.3740232,-26.89272118,36.50979233,-114.58638,-6.77868891,-1.66073966,-14.54119301,0.99001205,0.06047004,0.00686924,0.12717079,-0.02175927,0.03419643,-0.02190442,0
21085,1,16.75,0.52833837,-0.73400706,-0.05968164,-34.51655197,4.07983017,-64.5521698,-30.78047371,-3.44928384,-106.4308701,-15.29698563,24.92933083,9.04064846,0.96246803,0.14641322,-0.2030094,-0.10490794,-0.02178634,0.04555766,-0.10788909,0
21086,4,16.76,0.01422403,-0.72820258,-0.57933313,-37.98329926,6.068223,0.86408889,-26.89272118,36.50979233,-114.58638,-7.15912676,-1.6289047,-14.48126411,0.9898783,0.06371841,0.00620528,0.12665853,-0.02566265,0.00845444,-0.06842285,0
21087,1,16.76,0.58032244,-0.77652961,-0.0470332,-31.83614922,-0.40534177,-66.24217224,-30.07892418,-2.74773455,-105.9047089,-14.92614174,26.44269562,7.87317038,0.96093029,0.14171465,-0.21756026,-0.09590328,-0.05427402,0.05065719,-0.05097883,0
21088,4,16.77,0.01252971,-0.69183338,-0.6296674,-38.99243927,5.83281422,1.89877498,-27.27272606,36.97749329,-114.5571442,-8.4297924,-1.37062836,-13.94155693,0.98974615,0.07439662,0.00292094,0.12189878,-0.02254006,-0.04286,-0.07181916,0
21089,1,16.77,0.61288714,-0.83413976,-0.01841073,-30.44721413,-5.28898954,-66.62236786,-30.07892418,-2.71850324,-105.9047089,-15.25615692,27.11187744,7.79324865,0.95919693,0.14453344,-0.22301385,-0.0965208,-0.05876495,0.06279513,0.02321057,0
21090,4,16.78,0.01539169,-0.66907948,-0.66203052,-30.7689743,7.45084476,3.02302718,-27.00964546,37.88365936,-114.3232956,-8.73789597,-1.34491777,-13.85940838,0.98963434,0.07702883,0.00242633,0.12118013,-0.02195943,-0.06497145,-0.07190484,0
21091,1,16.78,0.65313876,-0.87163651,-0.05064299,-29.52572441,-9.7807045,-64.35526276,-29.5819931,-2.04618526,-106.5477905,-15.60851765,27.7539959,7.6593399,0.95749807,0.14740208,-0.2282815,-0.0967353,-0.08485267,0.02803077,0.06524661,0
21092,4,16.79,0.02094894,-0.68080801,-0.62116092,-18.03388977,8.39778614,4.6457839,-27.47734642,36.39286804,-114.4402237,-8.91867924,-1.32547009,-13.76198769,0.98961776,0.07856795,0.00213397,0.12032964,-0.02730185,-0.02006298,-0.08255368,0
21093,1,16.79,0.65374202,-0.87469089,-0.09194206,-29.6467495,-16.87386322,-61.88171768,-29.5819931,-2.04618526,-106.5477905,-16.01093864,28.36428833,7.44320536,0.95583421,0.15048617,-0.23334174,-0.09636629,-0.07638909,-0.00881603,0.06730691,0
21094,4,16.8,0.00966788,-0.70730507,-0.58175933,-17.2244854,5.77090216,4.00202799,-27.21426392,38.20520401,-113.9725189,-9.09127808,-1.31794345,-13.68893433,0.98957616,0.08004943,0.00193876,0.1196968,-0.01580603,0.03015763,-0.080319,0
21095,1,16.8,0.64593619,-0.848086,-0.11776416,-32.59535599,-22.78388977,-59.13571167,-29.37737465,-2.22157264,-107.2493439,-16.48381042,28.94100761,7.16102314,0.9541682,0.15397832,-0.23814939,-0.09559658,-0.06331508,-0.02413593,0.04231977,0
21096,4,16.81,0.00345458,-0.78013068,-0.57900125,-27.11549568,3.57570601,0.98360258,-27.74042702,38.14673996,-114.6448364,-9.36260223,-1.30127132,-13.65042591,0.98942709,0.08237462,0.00153904,0.11935697,-0.00824855,0.07456913,-0.01914499,0
21097,1,16.81,0.63303381,-0.79428387,-0.11669975,-32.55745316,-24.95665932,-57.79733658,-28.646595,-1.81233561,-107.1324158,-17.00285149,29.9758625,6.4853611,0.9516741,0.15704398,-0.24728659,-0.09221146,-0.04639187,-0.00769579,-0.00382784,0
21098,4,16.82,0.00427208,-0.78640562,-0.59509313,-32.20869064,2.0648303,0.20634802,-27.74042702,38.14673996,-114.6448364,-9.03966141,-1.1693604,-13.88221741,0.98943514,0.07945183,0.00057522,0.12126522,-0.00803214,0.06664892,-0.00497187,0
21099,1,16.82,0.6259011,-0.76692891,-0.09370093,-29.55772781,-27.25034714,-57.52376938,-28.09120178,-1.46156096,-107.3662643,-17.49276352,30.52590942,6.13423491,0.95000148,0.16040882,-0.25196612,-0.09099078,-0.02825488,0.0249881,-0.01740916,0
21100,4,16.83,0.01338984,-0.77862191,-0.6247353,-35.88156128,1.50402141,0.12811394,-27.62350082,38.9944458,-114.2648315,-9.39854527,-1.1594491,-13.86338139,0.9892031,0.08253983,0.00012343,0.12109689,-0.01523128,0.03491915,0.0036077,0
21101,1,16.83,0.60748333,-0.78114927,-0.09241267,-28.13790703,-28.77969742,-58.21344376,-28.50043869,-1.57848585,-107.658577,-17.98743629,31.07777405,5.75518703,0.94830143,0.16370578,-0.25670391,-0.0895985,1.21e-06,0.02922312,0.0013846,0
21102,4,16.84,0.02443841,-0.77155238,-0.65283781,-37.57897568,1.73424411,1.27073669,-28.06196976,38.29289627,-114.0602188,-9.77444267,-1.15646338,-13.83503723,0.98895741,0.08578125,-0.00027837,0.12084986,-0.02598404,0.01368128,0.01352942,0
21103,1,16.84,0.57448053,-0.79907173,-0.07426919,-28.59674263,-26.29986191,-58.6205368,-28.50043869,-1.57848585,-107.658577,-18.47591019,31.63433266,5.39694357,0.94654453,0.16695136,-0.26146314,-0.08841795,0.04356431,0.04926214,0.02525739,0
21104,4,16.85,0.03326369,-0.72846645,-0.69130874,-37.46054077,0.42423478,6.97123194,-27.47734642,37.82519531,-114.6740723,-10.14940262,-1.2046479,-13.77876759,0.98872197,0.08906697,-0.00021425,0.12039921,-0.03550578,-0.035184,-0.00182271,0
21105,1,16.85,0.55305707,-0.80275911,-0.0709665,-27.9944725,-19.27379417,-57.36375046,-27.53580856,-2.10464764,-107.4539566,-18.9135704,32.18559265,5.11394882,0.94478101,0.16990636,-0.26611164,-0.08778065,0.07357808,0.05669941,0.0338821,0
21106,4,16.86,-0.00927608,-0.69428486,-0.73511493,-33.98654175,2.57917047,6.98537636,-27.38965225,39.98830795,-114.3817596,-10.48966408,-1.23840129,-13.70674515,0.98852229,0.09203748,-0.00022269,0.11980312,0.00604079,-0.0842251,-0.00775116,0
21107,1,16.86,0.5652411,-0.79428691,-0.10510569,-27.39724731,-12.30078983,-55.08827209,-27.36042023,-1.75387311,-107.8924255,-18.92053986,32.10190201,5.33336782,0.94480538,0.17047404,-0.26508728,-0.08949976,0.06546231,0.02780882,0.0257782,0
21108,4,16.87,0.00567094,-0.7203958,-0.69207567,-28.63303947,0.31376147,5.5518589,-27.38965225,39.98830795,-114.3817596,-10.99688148,-1.16305673,-13.62203789,0.98820776,0.09633564,-0.0013316,0.11900876,-0.00901111,-0.02776814,-0.00654594,0
21109,1,16.87,0.59921396,-0.7821101,-0.13466372,-27.29519653,-8.93106365,-52.16295624,-26.33732796,-2.13387895,-108.2432022,-19.27646828,32.61500931,5.17302036,0.9431355,0.17301977,-0.26929516,-0.08966506,0.03049402,0.00191603,0.01350734,0
21110,4,16.88,0.00222103,-0.72258747,-0.66577691,-29.19897461,0.3477686,5.49748468,-27.62350082,39.9298439,-114.527916,-11.28915119,-1.2000922,-13.57690334,0.9879986,0.09889411,-0.00127681,0.11864703,-0.00497428,0.00355462,-0.01699795,0
21111,1,16.88,0.65622294,-0.75673699,-0.16810982,-29.89013863,-8.59833145,-49.95147324,-26.22040367,-1.46156096,-108.6816711,-19.65582085,33.10692215,5.0193696,0.94145203,0.17575079,-0.27329499,-0.08994189,-0.02248067,-0.0228001,-0.00424465,0
21112,4,16.89,0.00124397,-0.73387766,-0.68249685,-30.05234337,0.26288044,5.07487631,-26.6588707,39.28675842,-114.4402237,-11.58997536,-1.23435414,-13.53492165,0.98777235,0.10152277,-0.00125568,0.118311,-0.00425832,0.0003631,0.00239045,0
21113,1,16.89,0.71789092,-0.72072446,-0.12029077,-26.15380287,-9.80633068,-49.3841362,-26.22040367,-1.46156096,-108.6816711,-20.01327324,33.58894348,4.84290695,0.93982089,0.17822415,-0.27726153,-0.08999427,-0.07984468,0.03432286,-0.01719394,0
21114,4,16.9,0.00274112,-0.7633689,-0.69306713,-27.75589943,-0.10384583,3.81141448,-27.56503868,39.66676331,-115.1125412,-11.8677845,-1.26179171,-13.5045166,0.98754919,0.1039453,-0.00127841,0.11806986,-0.00573022,0.0116081,0.0340922,0
21115,1,16.9,0.73398823,-0.73987597,-0.16022886,-22.57776833,-11.30930805,-51.49036407,-26.54194641,-1.54925454,-108.564743,-20.3552475,34.08683777,4.63505983,0.93817472,0.18046755,-0.2814168,-0.08980107,-0.0873083,-0.005356,0.00238673,0
21116,4,16.91,0.02208594,-0.79797864,-0.69674176,-30.30140495,-0.4532766,3.56792712,-27.65273285,40.28062057,-114.5571442,-12.17106819,-1.2896117,-13.47770596,0.98729247,0.10658702,-0.0013262,0.11786031,-0.02492412,0.03151167,0.06693465,0
21117,1,16.91,0.69015878,-0.77742207,-0.18949334,-21.97328377,-10.08418083,-53.49115372,-26.51271439,-1.69541073,-108.8570557,-20.89627075,34.3528862,4.66964722,0.93659711,0.18494487,-0.28311923,-0.09178632,-0.03352594,-0.03724611,0.03456987,0
21118,4,16.92,0.02419813,-0.78715718,-0.73457056,-35.74468613,-1.36096048,3.11090565,-26.80502701,40.33908081,-114.6448364,-12.57977581,-0.92158335,-13.48464584,0.98697084,0.10973616,-0.00492372,0.1175688,-0.02563582,-0.00045319,0.07877273,0
21119,1,16.92,0.63527936,-0.78912866,-0.16318001,-22.60894203,-8.21542549,-52.91604614,-25.75270271,-1.52002335,-108.8862915,-21.22417068,34.8677063,4.48423004,0.93486929,0.18708524,-0.28738099,-0.09181926,0.02763407,-0.00812472,0.04970559,0
21120,4,16.93,0.03438216,-0.74040949,-0.78802228,-39.71652222,-3.54953384,2.85047698,-26.80502701,40.33908081,-114.6448364,-12.97718239,-0.96514159,-13.48293591,0.98657799,0.11320239,-0.00495463,0.1175786,-0.03148567,-0.06317994,0.06855928,0
21121,1,16.93,0.63151181,-0.79395753,-0.14628972,-21.63479805,-7.05932999,-50.44190979,-25.08038521,-1.43232965,-109.2955246,-21.53509712,35.35911179,4.31240416,0.93319744,0.18910006,-0.29143766,-0.09191304,0.03949685,0.01002558,0.06334819,0
21122,4,16.94,0.03592014,-0.69272572,-0.78449011,-33.18992233,-4.0694046,2.24835157,-27.56503868,39.2575264,-114.7617645,-13.30932999,-1.00832772,-13.49007702,0.98623002,0.1161048,-0.00493088,0.11766818,-0.03460401,-0.07888056,0.02753446,0
21123,1,16.94,0.69790751,-0.79176384,-0.1552826,-21.1901722,-5.87617779,-46.19834518,-25.08038521,-1.43232965,-109.2955246,-21.8309269,35.81023788,4.16011763,0.93162227,0.19102733,-0.29514018,-0.09209198,-0.02022727,0.00381895,0.07350153,0
21124,4,16.95,0.02696147,-0.72104812,-0.7676608,-24.67084122,-4.15120888,1.50591183,-27.4481144,40.01753998,-114.5571442,-13.55626297,-1.04724133,-13.50435543,0.98595512,0.11826839,-0.00486425,0.11781957,-0.02605281,-0.0450428,0.04384837,0
21125,1,16.95,0.7725448,-0.76777583,-0.14331394,-21.20569038,-4.69758177,-42.90285492,-24.72961044,-1.31540489,-109.6463013,-22.11619377,36.23075104,4.02650499,0.93011498,0.1929048,-0.29856586,-0.09237051,-0.09081879,0.02212808,0.06679311,0
21126,4,16.96,0.01671199,-0.73800671,-0.75461882,-23.0243721,-4.76334572,0.44426584,-27.59427071,39.95907593,-114.7033005,-13.78668213,-1.08314049,-13.53062725,0.98568094,0.12028581,-0.00481985,0.11807253,-0.01632493,-0.02118965,0.05225236,0
21127,1,16.96,0.81186551,-0.75194943,-0.18528488,-19.14532471,-5.2826519,-41.81558228,-23.96959877,-0.84770536,-109.6755295,-22.57095528,37.30866623,3.45429349,0.92683691,0.19478646,-0.30794221,-0.09057122,-0.12450612,-0.01434593,0.05573712,0
21128,4,16.97,0.00559453,-0.75348377,-0.77594399,-26.7534008,-4.13583946,-0.92033601,-27.88658333,40.01753998,-114.8494568,-14.27534294,-0.95082361,-13.58348274,0.98513156,0.12435131,-0.00651853,0.11836404,-0.00456707,-0.02605986,0.0776682,0
21129,1,16.97,0.79851979,-0.76199394,-0.22332308,-17.11610031,-7.5534215,-40.94566727,-24.37883568,-2.30926633,-109.6463013,-22.84949112,37.70078659,3.27587652,0.92540562,0.19643235,-0.31120852,-0.09048778,-0.09834956,-0.05189782,0.06801175,0
21130,1,16.98,0.74661905,-0.76613516,-0.20740792,-15.87013626,-11.6405735,-39.98083496,-24.46652985,-0.67231804,-109.9386139,-23.15399933,38.07344055,3.04474068,0.92401242,0.19813141,-0.31438541,-0.09003833,-0.04072249,-0.03488018,0.0740347,0
21131,4,16.98,-0.00590735,-0.76085484,-0.78441656,-26.93414307,-2.99182439,-1.02582502,-27.88658333,40.01753998,-114.8494568,-14.5448122,-0.96390712,-13.60680866,0.9848097,0.12667948,-0.00671016,0.11856309,0.0088977,-0.0220071,0.09001031,0
21132,1,16.99,0.72656167,-0.77041936,-0.21738519,-16.87213707,-16.69292259,-38.2732811,-24.46652985,-0.67231804,-109.9386139,-23.51301384,38.41778564,2.75369215,0.92263794,0.20009321,-0.31739497,-0.08923244,-0.01564887,-0.04272466,0.07934634,0
21133,4,16.99,-0.01142067,-0.77975965,-0.80224121,-27.83011055,-0.60833126,-0.29919666,-27.50657654,42.03449249,-114.9371491,-14.82316494,-0.96490949,-13.60816765,0.98449749,0.12907223,-0.00699106,0.11855924,0.01476933,-0.0227517,0.11652792,0
21134,1,17.0,0.73716557,-0.77101117,-0.22880262,-18.93186951,-20.47222519,-36.00930023,-24.11575508,-0.02923122,-110.1139984,-23.92458534,38.73102951,2.42116666,0.92127728,0.20235097,-0.32018879,-0.08821221,-0.0219197,-0.05053273,0.08451147,0
21135,4,17.0,-0.00063698,-0.76911259,-0.83739483,-29.94051552,-0.73838824,0.29714048,-27.94504547,41.62525558,-114.7909927,-15.12265396,-0.97086906,-13.60569859,0.9841581,0.131651,-0.00724686,0.11852612,0.00412584,-0.05329589,0.12733802,0
21136,1,17.01,0.75263685,-0.75170135,-0.23042685,-19.61414146,-21.26395035,-33.8882103,-23.58959389,0.14615609,-110.2893906,-24.49586678,38.83111572,2.14788246,0.92018199,0.20613179,-0.32104385,-0.08778188,-0.03618248,-0.04399774,0.07226939,0
21137,4,17.01,0.00983451,-0.78052604,-0.84615099,-27.5291729,-0.98154789,0.94836307,-28.09120178,41.01139832,-114.8786926,-15.3980484,-0.98316306,-13.6005621,0.98384154,0.13402861,-0.0074201,0.1184784,-0.00625625,-0.05001592,0.14313583,0
21138,4,17.02,0.01643999,-0.77196252,-0.84989166,-26.89429665,-2.66826892,1.8650105,-28.50043869,42.26834106,-114.6156082,-15.91187668,-0.76716155,-13.61459446,0.98326123,0.13821855,-0.00982208,0.11830698,-0.01229254,-0.05213874,0.13943794,0
21139,1,17.02,0.75962764,-0.74209362,-0.23474452,-18.1665554,-20.44931602,-32.05295181,-23.79421234,-0.4676995,-110.9909363,-24.90051842,39.10118866,1.81838989,0.91892517,0.20832179,-0.32350466,-0.08673769,-0.04251608,-0.04065052,0.06723396,0
21140,4,17.03,0.02428023,-0.73784649,-0.85943192,-27.61714363,-5.46612072,2.74114323,-28.03273773,42.47296143,-114.7033005,-16.18844032,-0.82456982,-13.62631607,0.98290086,0.14064853,-0.00962943,0.11845309,-0.01817374,-0.0703795,0.11762865,0
21141,1,17.03,0.74750072,-0.74712187,-0.24921186,-17.21377945,-19.74392319,-31.13475418,-23.70651817,-0.17538731,-111.5755615,-25.29200172,39.36187744,1.49567103,0.91770065,0.21040896,-0.32589364,-0.0857155,-0.0266302,-0.05215405,0.07296816,0
21142,4,17.04,0.02711393,-0.73125839,-0.86724776,-26.09189606,-5.02435446,2.02494526,-28.03273773,42.47296143,-114.7033005,-16.44970322,-0.87403029,-13.64038563,0.98255259,0.14293818,-0.00949281,0.11861241,-0.02200238,-0.07596658,0.11747597,0
21143,1,17.04,0.74594975,-0.75884229,-0.2341063,-16.12144279,-18.70666885,-30.30921936,-23.2095871,-0.23384975,-111.0201721,-25.66590691,39.61501694,1.18363667,0.91650963,0.21236998,-0.32822093,-0.08473533,-0.01992306,-0.0360052,0.09172083,0
21144,4,17.05,0.04471214,-0.75398439,-0.85586131,-25.74597549,-5.58057499,0.15817899,-27.74042702,43.08681488,-114.6156082,-16.70750809,-0.91524118,-13.67189884,0.98218697,0.14518759,-0.00944623,0.11891241,-0.04007889,-0.05015906,0.13249445,0
21145,1,17.05,0.75430781,-0.74740535,-0.24493967,-14.6889925,-17.97883797,-28.77110291,-23.2095871,-0.23384975,-111.0201721,-26.0202179,39.85295868,0.88079804,0.91538125,0.21419108,-0.33042881,-0.08376342,-0.02652771,-0.04138095,0.08414865,0
21146,4,17.06,0.06127069,-0.74458134,-0.84715837,-26.86242485,-7.75065613,-1.73972511,-27.76965714,43.14527893,-114.8786926,-16.97650909,-0.96012932,-13.73161888,0.98177129,0.1475336,-0.00941751,0.11945861,-0.05762482,-0.0431684,0.12160169,0
21147,1,17.06,0.75859368,-0.73936898,-0.25062621,-14.01319885,-18.61581802,-26.5162468,-22.77112007,-0.90616781,-111.1078644,-26.44186401,39.71532059,0.71200818,0.91511047,0.21715796,-0.32933837,-0.0833756,-0.03004337,-0.04173661,0.0793179,0
21148,1,17.07,0.75106168,-0.71819383,-0.25830454,-15.73048973,-17.94198608,-25.1292038,-23.09266281,-0.70154923,-111.2540207,-26.80080986,39.91577148,0.41979176,0.91405725,0.2190513,-0.33123606,-0.08245373,-0.02601754,-0.04022907,0.05820478,0
21149,4,17.07,0.06441095,-0.72071803,-0.82303989,-28.79027748,-10.07123566,-2.33995581,-28.26658821,43.23297119,-114.7325363,-17.32580757,-0.41334388,-13.67640209,0.98148811,0.14997287,-0.0143931,0.11824628,-0.05968038,-0.03016619,0.09020205,0
21150,4,17.08,0.05722514,-0.69054824,-0.82480204,-30.33336639,-12.11210918,-3.16015434,-28.17889404,42.67757797,-114.4986801,-17.63055801,-0.48227161,-13.77433777,0.98097104,0.15264086,-0.01424777,0.11913725,-0.04616251,-0.04160752,0.06699352,0
21151,1,17.08,0.74504906,-0.69835234,-0.26320565,-17.00403786,-16.54974174,-24.67054939,-22.65419388,-0.3215434,-111.400177,-27.15983391,40.11501312,0.14588419,0.91298461,0.22098461,-0.33309388,-0.08169055,-0.01982992,-0.03814253,0.04139367,0
21152,4,17.09,0.03659117,-0.69229513,-0.8213706,-29.09572411,-12.4393692,-3.10691714,-28.17889404,42.67757797,-114.4986801,-17.9228363,-0.55459505,-13.87386417,0.98046005,0.15520459,-0.01406742,0.1200494,-0.02679294,-0.03284241,0.06788638,0
21153,1,17.09,0.74062091,-0.6659714,-0.25082409,-16.75025558,-15.45219517,-24.51107788,-23.09266281,0.6138556,-111.0201721,-27.50840759,40.31441879,-0.11653236,0.91191459,0.22285414,-0.33494255,-0.08100311,-0.01630948,-0.01690831,0.01564782,0
21154,4,17.1,0.01590178,-0.69642532,-0.79908961,-27.48262405,-12.63010693,-2.70214343,-28.61736298,43.87606049,-114.6448364,-18.19886971,-0.63158327,-13.97148418,0.97996444,0.15763377,-0.01383225,0.1209551,-0.00757115,-0.00702224,0.06090968,0
21155,1,17.1,0.74755383,-0.64428699,-0.2536979,-16.46665955,-15.4841404,-23.92625618,-23.09266281,0.6138556,-111.0201721,-27.85555649,40.50678635,-0.37977782,0.9108597,0.22470158,-0.33674157,-0.08030491,-0.02320815,-0.01273913,-0.00112893,0
21156,4,17.11,-0.00401096,-0.68149507,-0.80275112,-31.21879005,-13.31632137,-2.27840614,-28.29582024,43.84682846,-114.527916,-18.51218987,-0.71682841,-14.06923103,0.97940725,0.16038969,-0.0135709,0.12187053,0.01071857,-0.01304223,0.0513547,0
21157,1,17.11,0.75928885,-0.62358832,-0.24364881,-18.21141243,-16.721735,-22.90328217,-22.80035019,0.87693655,-111.2540207,-28.29574585,41.18540192,-0.86616921,0.90833455,0.22622308,-0.34277362,-0.07910624,-0.03298955,0.00371985,-0.01264445,0
21158,4,17.12,-0.02285084,-0.64714837,-0.81039208,-32.57324219,-13.66796112,-1.95988142,-28.17889404,44.51914597,-114.7909927,-19.13859749,-1.1390506,-14.4521265,0.97799724,0.16614473,-0.01118566,0.12566739,0.02606069,-0.03087043,0.02799431,0
21159,1,17.12,0.78308922,-0.59363639,-0.23847447,-18.97076988,-16.29648209,-22.55323601,-22.74188805,0.67231804,-111.6340256,-28.67731667,41.36083603,-1.13746524,0.90724444,0.22828749,-0.34443676,-0.07845825,-0.05278374,0.01627906,-0.02986027,0
21160,4,17.13,-0.03269153,-0.62507033,-0.80064666,-29.29564857,-13.95191574,-2.50461578,-28.3835125,43.78836441,-115.2294617,-19.43185043,-1.22949505,-14.55459499,0.9774313,0.16873379,-0.01088619,0.12664355,0.0295525,-0.02531607,0.00703221,0
21161,1,17.13,0.78871793,-0.56018496,-0.24330992,-18.74787521,-14.06962109,-22.62882423,-21.92341423,0.90616781,-111.5170975,-29.03806114,41.54245758,-1.38367045,0.90615165,0.23024446,-0.34611723,-0.07797248,-0.06007394,0.02086318,-0.05858176,0
21162,4,17.14,-0.03687336,-0.62839794,-0.78396618,-25.96151352,-12.84624004,-1.30728018,-29.02659988,43.9052887,-115.1125412,-19.69167519,-1.31955886,-14.64095116,0.97692484,0.1710383,-0.01053393,0.127487,0.03206013,-0.00494546,0.00267288,0
21163,1,17.14,0.77268016,-0.53304023,-0.23687772,-18.62947655,-13.47735119,-22.72905731,-22.62496376,0.02923122,-111.8386459,-29.39440536,41.7256813,-1.62522388,0.90505165,0.23216695,-0.34780699,-0.07752657,-0.04480928,0.03517446,-0.08171108,0
21164,4,17.15,-0.03264481,-0.62500387,-0.77962071,-25.91271591,-13.78815365,-0.50403428,-29.02659988,43.9052887,-115.1125412,-19.95094681,-1.4223876,-14.72653294,0.97640944,0.17335151,-0.01007507,0.12834492,0.02603235,0.00119559,-0.00086057,0
21165,1,17.15,0.76417339,-0.52434301,-0.24055381,-17.27373695,-13.09665775,-22.69075966,-22.62496376,0.02923122,-111.8386459,-29.73682976,41.90787125,-1.86588454,0.90397477,0.23397098,-0.34949923,-0.07705608,-0.03509991,0.03605275,-0.08781675,0
21166,4,17.16,-0.03412153,-0.60543203,-0.78205222,-26.1120739,-13.38037109,0.45723343,-28.93890572,44.54837799,-114.9956131,-20.21216583,-1.52837646,-14.80154228,0.97589499,0.17568523,-0.00957935,0.12911989,0.02535841,-0.00678283,-0.01468415,0
